checkpoint,low,medium,high,strategy,n,match_rate,mean_rul,match_rate_expected_online,n_expected_online,match_rate_expected_offline,n_expected_offline,published_match_rate
simulator,0.15,0.15,0.9,groq_qwen3_8,54,0.8888888888888888,50.787851633848966,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.9,keyword_only,54,0.4444444444444444,14.61912183408384,0.16666666666666666,36,1.0,18,0.3888888888888889
simulator,0.15,0.15,0.9,keyword_regex_extended,54,0.9444444444444444,51.814686633922435,1.0,36,0.8333333333333334,18,0.9444444444444444
simulator,0.15,0.15,0.9,keyword_regex_severity,54,0.9444444444444444,51.814686633922435,1.0,36,0.8333333333333334,18,0.9444444444444444
simulator,0.15,0.15,0.9,minilm_finetuned,54,0.9444444444444444,45.57917100411874,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.9,minilm_logreg,54,0.9444444444444444,45.93438148498535,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.9,tfidf_logreg,54,1.0,48.49986327136004,1.0,36,1.0,18,1.0
simulator,0.15,0.15,0.95,agentic,54,0.8888888888888888,49.72218127603884,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.95,bge_m3_logreg,54,0.9444444444444444,45.05961244194596,0.9166666666666666,36,1.0,18,0.9444444444444444
simulator,0.15,0.15,0.95,embedding_severity,54,1.0,49.62978892856174,1.0,36,1.0,18,1.0
simulator,0.15,0.15,0.95,fixed_midrange,54,0.6666666666666666,65.75484784444173,1.0,36,0.0,18,0.6666666666666666
simulator,0.15,0.15,0.95,gemini_3_5_flash,54,0.8888888888888888,49.60672854494165,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.95,groq_gpt_oss_120b,54,0.8888888888888888,50.476845997351184,1.0,36,0.6666666666666666,18,0.8888888888888888
simulator,0.15,0.15,0.95,groq_llama3,54,0.8703703703703703,47.84002544261791,0.9722222222222222,36,0.6666666666666666,18,0.8703703703703703
simulator,0.15,0.15,0.95,groq_llama4,54,0.7592592592592593,48.96691241970769,0.9444444444444444,36,0.3888888888888889,18,0.7592592592592593
simulator,0.15,0.15,0.95,groq_qwen3_8,54,0.8888888888888888,50.47290832025033,1.0,36,0.6666666666666666,18,0.8888888888888888
